% Model:              brazing.mph
% Version:            COMSOL 5.3.0.223
% Date:               Oct 20 2018, 01:20
% Dimension:          1
% Nodes:              193
% Expressions:        1
% Description:        Line graph
% x                       Height
0                         603.8985407722464
1.6028433640637486E-4     603.9821201916378
3.201839556876346E-4      604.0584260033208
4.7982673004648776E-4     604.1274582072951
6.393411493738095E-4      604.1892168035608
7.988560137323205E-4      604.2437017921179
9.58500122107595E-4       604.2909131729664
0.0011184019611720658     604.3308509461062
0.0012786893978073315     604.3635151115375
0.0014692881782178572     604.3909031516698
0.0016592398034323465     604.4021394755322
0.0018487589083489172     604.3972240831243
0.00203806159906999       604.3761569744464
0.0022273647228667317     604.3389381494984
0.0024168851255237504     604.2855676082802
0.002606838908709185      604.2160453507919
0.0027974407000143733     604.1303713770335
0.003000214284638094      604.0132348397021
0.0032022105766743216     603.8809460445406
0.003403687017647933      603.7335049915488
0.0036049030444305387     603.5709116807269
0.0038061191011872996     603.3931661120748
0.004007595631967136      603.2002682855924
0.00420959207329518       602.9922182012798
0.00441236586612622       602.769015859137
0.004615139632985625      602.5159884920632
0.004817136048636202      602.2595407905493
0.005018612553936322      601.9996727545953
0.005219828585313435      601.7363843842012
0.005421044586718146      601.4696756793669
0.0056225210022172924     601.1995466400926
0.005824517268584787      600.9259972663781
0.006027290827249049      600.6490275582236
0.006217890949519272      600.359701425336
0.006407844130704021      600.0880649553008
0.0065973647866391935     599.8341181481179
0.00678666880286996       599.5978610037874
0.006975972806121895      599.3792935223094
0.007165493423165078      599.1784157036838
0.007355446539677438      598.9952275479105
0.007546046571713631      598.8297290549897
0.00770633524869351       598.7055708439074
0.007866237248851195      598.5986029349497
0.008025880956992212      598.5088253281161
0.008185395381580456      598.436238023407
0.008344909844757132      598.3808410208221
0.008504553668569658      598.3426343203616
0.008664455861201733      598.3216179220256
0.008824744806995652      598.3177918258137
0.008985029143401957      598.3323075095842
0.009144928762683142      598.3680551185444
0.009304571537041926      598.4250346526941
0.009464085956369179      598.5032461120335
0.00962360082072762       598.6026894965626
0.009783244929102828      598.7233648062813
0.009943146768167231      598.8652720411897
0.010103434204802428      599.0284112012877
0.010294032985212885      599.2160117237886
0.010483984610427306      599.4227070169565
0.01067350371534381       599.6484970807913
0.010862806406064813      599.8933819152934
0.011052109529861487      600.1573615204625
0.011241629932518437      600.4404358962986
0.011431583715703804      600.7426050428019
0.011622185507008923      601.0638689599722
0.011824959091632737      601.3791912542124
0.012026955383669057      601.6873087185617
0.012228431824642762      601.9882213530201
0.01242964785142546       602.2819291575875
0.012630863908182311      602.5684321322639
0.012832340438962243      602.8477302770495
0.01303433688029038       603.1198235919442
0.013237110673121513      603.3847120769478
0.013439884439981065      603.6230873620678
0.013641880855631786      603.8424178179765
0.013843357360932049      604.0427034446739
0.014044573392309304      604.2239442421599
0.014245789393714157      604.3861402104344
0.014447265809213447      604.5292913494976
0.014649262075581083      604.6533976593496
0.01485203563424549       604.7584591399901
0.015042635756515686      604.8429226420047
0.015232588937700405      604.9112891882133
0.015422109593635547      604.9635587786161
0.015611413609866287      604.9997314132128
0.015800717613118194      605.0198070920036
0.01599023823016135       605.0237858149883
0.01618019134667368       605.0116675821671
0.016370791378709844      604.9834523935399
0.016531080055689654      604.9340603765039
0.01669098205584727       604.8810604283944
0.016850625763988217      604.8244525492114
0.017010140188576394      604.7642367389549
0.017169654651752998      604.7004129976249
0.017329298475565455      604.6329813252213
0.017489200668197463      604.5619417217442
0.01764948961399131       604.4872941871936
0.01780977395039525       604.3835279195156
0.017969673569674088      604.2682022230956
0.018129316344030533      604.1413170979337
0.01828883076335545       604.0028725440299
0.01844834562771156       603.8528685613841
0.01860798973608443       603.6913051499963
0.018767891575146484      603.5181823098666
0.018928179011779317      603.3335000409949
0.019118777792188433      603.0572205855298
0.019308729417401523      602.7593989645425
0.019498248522316707      602.4400351780332
0.019687551213036395      602.0991292260018
0.019876854336831753      601.7366811084482
0.02006637473948738       601.3526908253725
0.020256328522671414      600.9471583767748
0.020446930313975188      600.520083762655
0.02064970389860279       600.0048719131719
0.02085170019064286       599.4772506742448
0.02105317663162028       598.9372200458736
0.02125439265840668       598.3847800280585
0.021455608715167235      597.8199306207993
0.02165708524595088       597.2426718240961
0.021859081687282764      596.6530036379488
0.02206185548011769       596.0509260623576
0.022264629246980954      595.4493775035327
0.022466625662635346      594.8601353678845
0.022668102167939252      594.2831996554129
0.022869318199320136      593.7185703661181
0.023070534200728618      593.1662475
0.023272010616231548      592.6262310570586
0.023474006882602858      592.0985210372938
0.02367678044127098       591.5831174407057
0.02386738056353977       591.0853977790779
0.024057333744723106      590.6217347291977
0.02424685440065687       590.192128291065
0.024436158416886237      589.79657846468
0.02462546242013677       589.4350852500427
0.024814983037178547      589.1076486471529
0.025004936153689494      588.8142686560108
0.025195536185724256      588.5549452766162
0.0253558248627017        588.3322734301727
0.025515726862856965      588.1387730158247
0.025675370570995573      587.9744440335719
0.02583488499558142       587.8392864834149
0.02599439945875569       587.7333003653532
0.02615404328256581       587.656485679387
0.026313945475195465      587.6088424255163
0.026474234420986946      587.590370603741
0.026634518757392422      587.5951727446842
0.02679441837667279       587.6258275972641
0.026954061151030752      587.6823351614811
0.02711357557035719       587.7646954373349
0.027273090434714816      587.8729084248256
0.027432734543089202      588.0069741239532
0.027592636382152785      588.1668925347176
0.02775292381878715       588.3526636571189
0.02794352259919713       588.5837137467397
0.02813347422441108       588.847679138314
0.028322993329327112      589.1445598318418
0.028512296020047647      589.4743558273232
0.02870159914384385       589.837067124758
